Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Make You Feel My Love","Adele","19","My playlist :)","Playlist","GBBKS0700586","273QnyCvJB65rScHJ1nPZb"
"Water Under the Bridge","Adele","25","My playlist :)","Playlist","GBBKS1500219","2DRMuw0U0QbkVQxWxdJV3M"
"Apple Bottom Jeans","Kevin Turk","Apple Bottom Jeans","My playlist :)","Playlist","TCABX1458250","15uQJm8ACjST5R4tVPnbgw"
"Rules","Doja Cat","Hot Pink","My playlist :)","Playlist","USRC11902867","1TMWcbxL5YF8rKsFHv5hAP"
"Sneaky Link","HXLLYWOOD","Lil Mama Music","My playlist :)","Playlist","TCAFH2056566","58Ekmc8ldLKFODkBWb9ayQ"
"Who Sexy I'm Sexy","Big Will","Who Sexy I'm Sexy","My playlist :)","Playlist","TCAFX2120090","1U8b9HcLtigxxtymDDW7ss"
"Heat Waves","Glass Animals","Heat Waves","My playlist :)","Playlist","GBUM72000433","6CDzDgIUqeDY5g8ujExx2f"
"THATS WHAT I WANT","Lil Nas X","MONTERO","My playlist :)","Playlist","USSM12105732","0e8nrvls4Qqv5Rfa2UhqmO"
"MONTERO (Call Me By Your Name)","Lil Nas X","MONTERO (Call Me By Your Name)","My playlist :)","Playlist","USSM12100531","3BZEcbdtXQSo7OrvKRJ6mb"
"STAY (with Justin Bieber)","The Kid LAROI","STAY (with Justin Bieber)","My playlist :)","Playlist","USSM12103949","5HCyWlXZPP0y6Gqq8TgA20"
"Astronaut In The Ocean","Masked Wolf","Astronaut In The Ocean","My playlist :)","Playlist","USAT22100017","3Ofmpyhv5UAQ70mENzB277"
"Leave The Door Open","Bruno Mars","Leave The Door Open","My playlist :)","Playlist","USAT22100906","7MAibcTli4IisCtbHKrGMh"
"Freaks","Surf Curse","Freaks","My playlist :)","Playlist","USAT22102269","7EkWXAI1wn8Ii883ecd9xr"
"Up","Cardi B","Up (Instrumental)","My playlist :)","Playlist","USAT22100061","1M4OcYkxAtu3ErzSgDEfoi"
"Please Don't Go","Joel Adams","Please Don't Go","My playlist :)","Playlist","AUZN31500442","3cNjgVBKTJ1SvKhunrCdVy"
"Lights Up","Harry Styles","Fine Line","My playlist :)","Playlist","USSM11910404","4jAIqgrPjKLTY9Gbez25Qb"
"Bad Romance","Lady Gaga","The Fame Monster (Deluxe Edition)","My playlist :)","Playlist","USUM70918596","0SiywuOBRcynK0uKGWdCnn"
"Baby","Justin Bieber","My World 2.0","My playlist :)","Playlist","USUM70919263","6epn3r7S14KUqlReYr77hA"
"Eenie Meenie","Sean Kingston","Eenie Meenie","My playlist :)","Playlist","USSM11000625","4vVTI94F9uJ8lHNDWKv0i2"
"If I Die Young","The Band Perry","The Band Perry","My playlist :)","Playlist","USUM71007807","4aY0tZIaboefmkBEsjAovI"
"Impossible","Shontelle","No Gravity","My playlist :)","Playlist","USUM71002550","45EDI3rk0f4cAMt9f8b56R"
"Firework","Katy Perry","Teenage Dream","My playlist :)","Playlist","USCA21001262","1mXuMM6zjPgjL4asbBsgnt"
"Replay","Iyaz","Replay","My playlist :)","Playlist","USRE10901161","4E5P1XyAFtrjpiIxkydly4"
"Don't Stop Believin' - Cover of Journey","Glee Cast","Glee: The Music, Volume 1","My playlist :)","Playlist","USQX90900224","6rjnRocdCULjLF61x2NR5e"
"Teenage Dream","Katy Perry","Teenage Dream","My playlist :)","Playlist","USCA21001255","235LXPXfi0SmOaS9TaCh3c"
"Whatcha Say","Jason Derulo","Jason Derulo (International)","My playlist :)","Playlist","USWB10901504","7xkQdy0cy5ymoWT7nedvLz"
"Need You Now","Lady A","Need You Now","My playlist :)","Playlist","USCN10900695","7GAaTpSoTWUTbP2Yxlt4Hd"
"Higher","The Saturdays","Headlines","My playlist :)","Playlist","GBUM71024215","0QVAlchLCx15ZLSoR9Wg1B"
"Without Me","Halsey","Without Me","My playlist :)","Playlist","USUM71813499","5p7ujcrUXASCNwRaWNHR1C"
"Changing","Paloma Faith","A Perfect Contradiction (Outsiders' Expanded Edition)","My playlist :)","Playlist","GBARL1401339","0CuyNOKtfMOO5iuIZ6gPtr"
"Lullaby","Sigala","Brighter Days","My playlist :)","Playlist","GBCEN1700257","6Z0CSptkTKzOpownOPnK5g"
"Ugly Heart","G.R.L.","Ugly Heart","My playlist :)","Playlist","USRC11400627","1Vv0MPcooEoQzVZYfKMgKW"
"Fly Me To The Moon","Frank Sinatra","A Man And His Music","My playlist :)","Playlist","USRH10800921","1PVTvvxpSkyJWemW1CwVVk"
"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","Amaarae","SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","My playlist :)","Playlist","US23A1540104","15HMh4yxdf4wyxSZSlOgGZ"
"Helikopter","Fazlija","Helikopter","My playlist :)","Playlist","ATAJ11600001","3xGOOOPD2HjErQLyRFk5Wf"
"Boho Days","Andrew Garfield","tick, tick... BOOM! (Soundtrack from the Netflix Film)","My playlist :)","Playlist","QZ8BZ2100735","7k5agf3Bo48jyzXrvrMuhb"
"Fantasy","Mariah Carey","Daydream","My playlist :)","Playlist","USSM19501031","6xkryXuiZU360Lngd4sx13"
"My Neck, My Back (Lick It)","Khia","Thug Misses (Digitally Remastered)","My playlist :)","Playlist","USGZ21559413","5r29mFrurlVBbqJzjr2XW6"
"Wayfaring Stranger","Johnny Cash","American III: Solitary Man","My playlist :)","Playlist","USSM10014911","1U5tv0yzsPuQyyadGHUA1L"
"Crazy In Love (feat. JAY-Z)","Beyoncé","Dangerously In Love","My playlist :)","Playlist","USSM10305425","5IVuqXILoxVWvWEPm82Jxr"
"My Blood","Ellie Goulding","Halcyon Days","My playlist :)","Playlist","GBUM71205271","04QK7udaKS3p5SYuNOQ2wh"
"Enemy - From the series Arcane League of Legends","Imagine Dragons","Enemy (from the series Arcane League of Legends)","My playlist :)","Playlist","USUM72120989","5UlnuulVAVmmesw4VzqHdG"
"Body","Russ Millions","Body","My playlist :)","Playlist","GBAHS2100158","3CVb6hkMrlF7eHhXi5B3PZ"
"Easy Love","Sigala","Brighter Days","My playlist :)","Playlist","GBCEN1500481","5s7xgzXtmY4gMjeSlgisjy"
"Kiss My (Uh Oh)","Anne-Marie","Therapy","My playlist :)","Playlist","GBAHS2100220","0MWiSBKm8Avs8iDIxcertp"
"Title","Meghan Trainor","Title (Deluxe)","My playlist :)","Playlist","USSM11406369","0k5hoseEJnCAbpRh38dNoI"
"Venom - Music From The Motion Picture","Eminem","Venom (Music From The Motion Picture)","My playlist :)","Playlist","USUM71813345","3kpYJjvM8Ja6btr5hEJLWc"
"Ice Cream (with Selena Gomez)","BLACKPINK","Ice Cream (with Selena Gomez)","My playlist :)","Playlist","KRA402000131","2J4P46vCFm1rPkNkp9pZWX"
"Born This Way","Lady Gaga","Born This Way (Special Edition)","My playlist :)","Playlist","USUM71100638","6r2BECwMgEoRb5yLfp0Hca"
"Coming for You (feat. A1 x J1)","SwitchOTR","Coming for You (feat. A1 x J1)","My playlist :)","Playlist","GBARL2101712","1xIqDFx3KdByBnKMlTECcM"
"River Flows In You","Yiruma","Piano In You","My playlist :)","Playlist","USA371336157","13NC44aS3d0EFF58oVQ8T7"
"Good Grief","Bastille","Wild World","My playlist :)","Playlist","GBUM71602854","6IGA5YrFiEr5ANrMqKkR6H"
"Next To Me","Emeli Sandé","Our Version Of Events (Special Edition)","My playlist :)","Playlist","GBAAA1200003","2C5l2dK6ep2JRgQ9UenCBs"
"Cry Me a River","Justin Timberlake","Justified","My playlist :)","Playlist","USJI10200366","7Lf7oSEVdzZqTA0kEDSlS5"
"Rise","Jonas Blue","Blue","My playlist :)","Playlist","GBUM71802109","3KLygy1YWhmrQx0GRs7IOx"
"Paradise","George Ezra","Staying at Tamara's","My playlist :)","Playlist","GBARL1701373","38zwkK6TtTjIW9tpYBfZ3D"
"Answerphone (feat. Yxng Bane)","Banx & Ranx","Answerphone (feat. Yxng Bane)","My playlist :)","Playlist","GBAYE1800222","1HagMz5nWk1HmevNCBOxF3"
"Wannabe","Spice Girls","Virgin Records: 40 Years Of Disruptions","My playlist :)","Playlist","GBAAA9600008","0n6FMFq5bE22tNTmd6L9U4"
"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","Shakira","Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","My playlist :)","Playlist","USSM11001353","2Cd9iWfcOpGDHLz6tVA3G4"
"Gold Digger","Kanye West","Late Registration","My playlist :)","Playlist","USUM70500143","3QHPHLAkYV5cQBUYs6rowx"
"Need You Now","Lady A","Need You Now","My playlist :)","Playlist","USCN10900696","11EX5yhxr9Ihl3IN1asrfK"
"Baby (feat. MARINA & Luis Fonsi)","Clean Bandit","Baby (feat. MARINA & Luis Fonsi)","My playlist :)","Playlist","GBAHS1800640","1fLhGF1JfGQYj6EZLndD86"
"1999","Charli xcx","1999","My playlist :)","Playlist","GBAHS1800662","05mAIVLkIWc2d1UBYZBCp8"
"Lost Without You","Freya Ridings","Lost Without You","My playlist :)","Playlist","UK8E21701401","3QlF2ExmrRP0RM7ffv7y0Q"
"Titanium (feat. Sia)","David Guetta","Nothing but the Beat (Ultimate Edition)","My playlist :)","Playlist","GB28K1100036","0TDLuuLlV54CkRRUOahJb4"
"Don't Stop The Music","Rihanna","Good Girl Gone Bad: Reloaded","My playlist :)","Playlist","USUM70734700","0ByMNEPAPpOR5H69DVrTNy"
"Toxic","Britney Spears","In The Zone","My playlist :)","Playlist","USJI10301005","6I9VzXrHxO9rA9A5euc8Ak"
"We Didn't Start the Fire (The Avengers Endgame Cast Parody)","DJ D MAN Xtreme","Trend and Viral Vol 6","My playlist :)","Playlist","GBJHB2051610","6YI0a8UF0GJc5k5bKTSqLc"
"Like A G6","Far East Movement","Free Wired","My playlist :)","Playlist","USUM71008138","4DvhkX2ic4zWkQeWMwQ2qf"
"Right Round","Flo Rida","R.O.O.T.S. (Route of Overcoming the Struggle)","My playlist :)","Playlist","USAT20900156","3GpbwCm3YxiWDvy29Uo3vP"
"Just Dance","Lady Gaga","The Fame","My playlist :)","Playlist","USUM70807646","6HkjpGIOHv4y0IBAxUbE5z"
"Poker Face","Lady Gaga","The Fame","My playlist :)","Playlist","USUM70824409","0WfKDYeUAoLA3vdvLKKWMW"
"Jump in the Line","Harry Belafonte","The Best Of","My playlist :)","Playlist","USRC16607550","70mAceS5ArAqVj2OwDE4db"
"Pass Out","Tinie Tempah","Disc-Overy","My playlist :)","Playlist","GB7TP0900004","2cY7WSxFIsZQaoDNJe7Fz3"
"All Time Low","Jon Bellion","The Human Condition","My playlist :)","Playlist","USUM71603666","1CnPYaKxTVb4LWOtiGOm0m"
"30/90","Andrew Garfield","tick, tick... BOOM! (Soundtrack from the Netflix Film)","My playlist :)","Playlist","QZ8BZ2100734","55MIRLbZzpYSmMlRt9ZDWM"
"Total Eclipse of the Heart","Bonnie Tyler","The Very Best of Bonnie Tyler","My playlist :)","Playlist","GBBBN8300002","7wuJGgpTNzbUyn26IOY6rj"
"Ho Hey","The Lumineers","The Lumineers (Deluxe Edition)","My playlist :)","Playlist","USDMG1260805","1K3LRUEcUz5FMtPYyg0F45"
"Don't Look Back In Anger","Oasis","(What's The Story) Morning Glory?","My playlist :)","Playlist","GBAAW9500190","7ppPZa3TRUSGKaks9wH7VT"
"3 Is A Magic Number","Embrace","Fireworks (Singles 1997-2002)","My playlist :)","Playlist","GBAAA0200009","5STLuc2HvoD573BtHxxnUA"
"3 Is The Magic Number","The Magnets","Kennington Sessions","My playlist :)","Playlist","GBMJG0801066","2cD8MAtmQ0eBFc5kyHMGCy"
"Like a Boy","Ciara","The Evolution","My playlist :)","Playlist","USLF20600599","358bOvBiZCS9fRzNYosw6c"
"Flashing Lights","Kanye West","Graduation","My playlist :)","Playlist","USUM70749095","31I3Rt1bPa2LrE74DdNizO"
"Kids","MGMT","Oracular Spectacular","My playlist :)","Playlist","USSM10702135","1jJci4qxiYcOHhQR247rEU"
"Carol Of The Bells","Lindsey Stirling","Warmer In The Winter (Deluxe Edition)","My playlist :)","Playlist","USC4R1706214","0byPyCPX9mfGMiAGVZxasq"
"Good Grief","Bastille","Wild World (Complete Edition)","My playlist :)","Playlist","GBUM71602854","1oxOiOjsi7plNOZEhoPLPj"
"Pope Is a Rockstar","SALES","SALES LP","My playlist :)","Playlist","TCACN1687807","0So2sgVa8aJiARPl2P29u2"
"Starving","Hailee Steinfeld","Starving","My playlist :)","Playlist","USUM71606370","4Ce37cRWvM1vIGGynKcs22"
"No Role Modelz","J. Cole","2014 Forest Hills Drive","My playlist :)","Playlist","USQX91402598","62vpWI1CHwFy7tMIcSStl8"
"Formula (From ""Euphoria: Season 1"" Soundtrack)","Labrinth","Euphoria (Original Score from the HBO Series)","My playlist :)","Playlist","USQX91902497","6EtKlIQmGPB9SX8UjDJG5s"
"PILLOWTALK","ZAYN","Mind Of Mine (Deluxe Edition)","My playlist :)","Playlist","USRC11600042","0PDUDa38GO8lMxLCRc4lL1"
"Circles","Post Malone","Hollywood's Bleeding","My playlist :)","Playlist","USUM71915699","21jGcNKet2qwijlDFuPiPb"
"Hallelujah","Alexandra Burke","Overcome","My playlist :)","Playlist","GBHMU0800141","5IaR621NoOM6i5KTcuNRHM"
"Santa's Coming for Us","Sia","Everyday Is Christmas","My playlist :)","Playlist","USAT21704210","3AlpkljBS1AU7HFVPms8K6"
"One Of Us","ABBA","The Visitors (Deluxe Edition)","My playlist :)","Playlist","SEAYD8102060","40IHflbrHcOuC8ZcYxUSAC"
"Lost in the Fire (feat. The Weeknd)","Gesaffelstein","Hyperion","My playlist :)","Playlist","USQX91803314","2vXKRlJBXyOcvZYTdNeckS"
"Put Your Records On","Ritt Momney","Put Your Records On","My playlist :)","Playlist","USQX92004148","6AGOKlMZWLCaEJGnaROtF9"
"Ms. Jackson","Outkast","Stankonia","My playlist :)","Playlist","USLF20000357","0I3q5fE6wg7LIfHGngUTnV"
"Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack","Colin Firth","Mamma Mia! The Movie Soundtrack","My playlist :)","Playlist","GBUM70809214","3XlwgkR9hzKemaHAeFGqlE"
"The Sweet Escape","Gwen Stefani","The Sweet Escape","My playlist :)","Playlist","USUM70618684","07K4GcCDSTiXUF5ssyTRUM"
"R U Mine?","Arctic Monkeys","AM","My playlist :)","Playlist","GBCEL1300363","2AT8iROs4FQueDv2c8q2KE"
"Cold Heart - PNAU Remix","Elton John","Cold Heart (PNAU Remix)","My playlist :)","Playlist","GBUM72104705","6zSpb8dQRaw0M1dK8PBwQz"
"Roses - Imanbek Remix","SAINt JHN","While The World Was Burning","My playlist :)","Playlist","RUB421901499","0zLCBJZSiELJf02ucPP9wb"
"Party Up (Up in Here) - Re-Recorded","DMX","Greatest Hits with a Twist - Deluxe Edition","My playlist :)","Playlist","USA371193085","4XSgaQfGgJ9FDCcvmOe404"
"Party Up","DMX","...And Then There Was X","My playlist :)","Playlist","USDJ29905352","0LWkaEyQRkF0XAms8Bg1fC"
"Kiss Me More (feat. SZA)","Doja Cat","Planet Her","My playlist :)","Playlist","USRC12100543","3DarAbFujv6eYNliUTyqtz"
"Gimme! Gimme! Gimme! (A Man After Midnight)","ABBA","ABBA Gold","My playlist :)","Playlist","SEAYD7901120","1DSfSCGnvhEP8XA2oKkcCq"
"Levitating (feat. DaBaby)","Dua Lipa","Future Nostalgia","My playlist :)","Playlist","GBAHT2000942","5nujrmhLynf4yMoMtj8AQF"
"Leave The Door Open","Bruno Mars","An Evening With Silk Sonic","My playlist :)","Playlist","USAT22100906","1LPSkqVhWVRUkKE03YUkpB"
"Firework","Katy Perry","Teenage Dream","My playlist :)","Playlist","USCA21001262","4r6eNCsrZnQWJzzvFh4nlg"
"Blinding Lights","The Weeknd","After Hours","My playlist :)","Playlist","USUG11904206","0VjIjW4GlUZAMYd2vXMi3b"
"Let's Groove","Earth, Wind & Fire","Raise!","My playlist :)","Playlist","USSM18100641","3koCCeSaVUyrRo3N2gHrd8"
"My Head & My Heart","Ava Max","Heaven & Hell","My playlist :)","Playlist","USAT22007121","1KixkQVDUHggZMU9dUobgm"
"Don't Go Yet","Camila Cabello","Don't Go Yet","My playlist :)","Playlist","USSM12104771","1058fW9H3fZA6QjYCdOBad"
"More Than A Woman - SG's Paradise Edit","Bee Gees","More Than A Woman (SG's Paradise Edit)","My playlist :)","Playlist","USUM72109593","0L3XCv9i9IHs8cJEVhsJ3J"
"It's a Long Way to the Top (If You Wanna Rock 'N' Roll)","AC/DC","High Voltage","My playlist :)","Playlist","USEW17500002","7nemcVsXVFZF01iqpIIo2Y"
"Just Look Up (From Don’t Look Up)","Ariana Grande","Just Look Up (From Don’t Look Up)","My playlist :)","Playlist","USUM72121498","3QPBocWfIcOCdFFvmqn60F"
"Sail - Feed Me Remix","AWOLNATION","Megalithic Symphony (10th Anniversary Deluxe Edition)","My playlist :)","Playlist","USP6L1280129","24mf5NTXbNe1de7w6rjaEn"
"When Will I See You Again","Shakka","When Will I See You Again","My playlist :)","Playlist","GBV841400001","5FSt6K70gANsecaAtXFVbR"
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","Let Me Go (with Alesso, Florida Georgia Line & watt)","My playlist :)","Playlist","USUM71709685","5Gu0PDLN4YJeW75PpBSg9p"
"Paper Planes","M.I.A.","Kala","My playlist :)","Playlist","GBBKS0700215","1kusepF3AacIEtUTYrw4GV"
"Freakum Dress","Beyoncé","B'Day Deluxe Edition","My playlist :)","Playlist","USSM10603615","5XM8AjUuP4uEWZ9XGGYLFk"
"Happy - From ""Despicable Me 2""","Pharrell Williams","G I R L","My playlist :)","Playlist","USQ4E1300686","5b88tNINg4Q4nrRbrCXUmg"
"My Head Is A Jungle - MK Remix / Radio Edit","Wankelmut","My Head Is A Jungle (MK Remix / Radio Edit)","My playlist :)","Playlist","DEAW11300332","4NbvIwYcwx8dNGYfUX2bKB"
"Jungle","Emma Louise","Vs Head Vs Heart","My playlist :)","Playlist","AUM221100014","5sAYqcQTEQbTbxdcqI4b8v"
"Dick (feat. Doja Cat)","StarBoi3","Dick (feat. Doja Cat)","My playlist :)","Playlist","USRC12100749","3nY8AqaMNNHHLYV4380ol0"
"My Band","D12","D-12 World","My playlist :)","Playlist","USIR10400103","4XHQyvbrBsQaaBUW1VvmsL"
"Intoxicated","Martin Solveig","Intoxicated (Remixes)","My playlist :)","Playlist","UK98Q1400002","6BRGTZmRC6Hv3DkpCHjB7y"
"Don't","Ed Sheeran","x (Deluxe Edition)","My playlist :)","Playlist","GBAHS1400090","1huvTbEYtgltjQRXzrNKGi"
"Bundle of Joy","Jartisto","Inside Out: Music from the Motion Picture for Solo Piano and Lullaby","My playlist :)","Playlist","TCACP1676201","2ZosoKioRi0SEFODWFKfsJ"
"James Bond vs Austin Powers","Epic Rap Battles of History","James Bond vs Austin Powers","My playlist :)","Playlist","TCACP1627621","26n1x594AUFOBwS8OxKV8L"
"How Low","Ludacris","Battle Of The Sexes (Deluxe)","My playlist :)","Playlist","USUM70913041","1WtTLtofvcjQM3sXSMkDdX"
"We on Top (feat. Shari Short)","Photronique","Superpop (Us Against the World)","My playlist :)","Playlist","TCACH1591336","3AcYNRHPpiAtbRRi2xIMdS"
"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","Speak Your Mind (Deluxe)","My playlist :)","Playlist","GBAHS1600363","3fvY2U1AzW0diYF0hnBbKt"
"Rockabye Slowed - Remix","Eduardo Luzquiños","Rockabye Slowed (Remix)","My playlist :)","Playlist","ART0G2004690","17ZA1gtV3tmeMjyAS5UFNG"
"Adderall (Corvette Corvette)","Popp Hunna","Adderall (Corvette Corvette)","My playlist :)","Playlist","USA2P2036916","3aAmQOxRPeKDL0HMWFA5qn"
"Ayy Ladies (feat. Tyga)","Travis Porter","From Day 1","My playlist :)","Playlist","USRC11200006","4P6BuLsqtg5uISdE77ypI9"
"Girls in the Hood","Megan Thee Stallion","Girls in the Hood","My playlist :)","Playlist","QMCE32000328","6WbTTAGKrQtCQvmc5BuYfh"
"Since U Been Gone","Kelly Clarkson","Breakaway","My playlist :)","Playlist","GBCTA0400231","6JY1IdkZGeIcPegKxjSKeb"
"TWINNEM","Coi Leray","TWINNEM","My playlist :)","Playlist","USUM72115284","3oE2HPoP7DCgxhrqjAosZY"
"From Tha Back","lil.eaarl","From Tha Back","My playlist :)","Playlist","QZK6L2175793","6yPXp9wf5SVk98bhJdOZkM"
"Talkin' Bout (feat. Saweetie)","Loui","Pretty Summer Playlist: Season 1","My playlist :)","Playlist","USWB12101088","66vs64VphiHrtFcLR6Qeav"
"SexyBack (feat. Timbaland)","Justin Timberlake","FutureSex/LoveSounds","My playlist :)","Playlist","USJI10600269","0O45fw2L5vsWpdsOdXwNAR"
"Gimme More","Britney Spears","Blackout","My playlist :)","Playlist","USJI10700609","6ic8OlLUNEATToEFU3xmaH"
"Buss It","Erica Banks","Buss It","My playlist :)","Playlist","USUYG1312999","78xj07VVFK5uHTaGPIu13S"
"Anaconda","Nicki Minaj","The Pinkprint (International Deluxe Explicit)","My playlist :)","Playlist","USCM51400260","5eqiMMbaeUZ32Q7sS00H35"
"Geek'd (feat. Lil Baby)","Bhad Bhabie","15","My playlist :)","Playlist","USAT21811092","3nQQotHU6YtE0Z4kiMNoW8"
"Don't Call Me Up","Mabel","Ivy To Roses (Mixtape)","My playlist :)","Playlist","GBUM71808052","5WHTFyqSii0lmT9R21abT8"
"like my father","Jax","like my father","My playlist :)","Playlist","USAT22102090","5YVmHTAsdWnoanWXB7AwZX"
"Therapy","Andrew Garfield","tick, tick... BOOM! (Soundtrack from the Netflix Film)","My playlist :)","Playlist","QZ8BZ2100741","1iFgG6BeEPTbXsAok6zYxR"
"Crazy","Gnarls Barkley","St. Elsewhere","My playlist :)","Playlist","GBAHT0600202","1vxw6aYJls2oq3gW0DujAo"
"A Little Party Never Killed Nobody (All We Got)","Fergie","Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version)","My playlist :)","Playlist","USUM71303856","36482hNESSwELpr9sS3NbE"
"One (Your Name) - Radio Edit","Swedish House Mafia","One (Your Name)","My playlist :)","Playlist","GBAAA1000165","1qZMPmpD1jDcOA7gZ6TCde"
"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick","Prayer","My playlist :)","Playlist","DEA621400286","0uVyZywUNOp6S0dU5r8TS8"
"Hotline Bling","Drake","Views","My playlist :)","Playlist","USCM51500238","0wwPcA6wtMf6HUMpIRdeP7"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","The Heist (Deluxe Edition)","My playlist :)","Playlist","GMM881200003","7bYZBVrnRfqeaPbhRyEvK3"
"Chasing The Sun","The Wanted","The Wanted (Special Edition)","My playlist :)","Playlist","GBUM71202380","4b4c0oH7PtrPsI86drzgFs"
"This Is Love","will.i.am","#willpower (Deluxe)","My playlist :)","Playlist","USUM71205053","7IohFKIwrb75c4XaqX7WWo"
"Wrong Direction","Hailee Steinfeld","Wrong Direction","My playlist :)","Playlist","USUM71925619","7GCVboEDzfL3NKp1NrAgHR"
"Meet Me Halfway","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","My playlist :)","Playlist","USUM70967700","3F9ByoUqu31xU0I3G5xfVg"
"Chasing Cars","Sleeping At Last","Chasing Cars","My playlist :)","Playlist","USGES1530001","2EDYchd8hhwAOWKGQxJoro"
"Not About Angels","Birdy","Not About Angels","My playlist :)","Playlist","USAT21401449","5sF7hdYvhrcgNq8NZjfK8L"
"Falling","Trevor Daniel","Falling","My playlist :)","Playlist","USUYG1221109","4TnjEaWOeW0eKTKIEvJyCa"
"Cradles","Lofi Fruits Music","Cradles","My playlist :)","Playlist","GBSMU9236496","036hOnC2Ee9Rb3utfT5Het"
"Inclusero","Grupo Elias Duran","Spanish Tapas Bar, Vol. 2","My playlist :)","Playlist","DK5C50115466","7GHzmfbiBFvMH9XgDYt4yi"
"Gone, Gone, Gone","Phillip Phillips","The World From The Side Of The Moon","My playlist :)","Playlist","QMTM61200406","56sxN1yKg1dgOZXBcAHkJG"
"It'll Be Okay","Shawn Mendes","It'll Be Okay","My playlist :)","Playlist","USUM72122321","2KnLkZ3z7PO3kgVGHGqDpD"
"Waterfalls","TLC","Crazysexycool","My playlist :)","Playlist","USLF29400133","6qspW4YKycviDFjHBOaqUY"
"Please Mr. Postman","Carpenters","Horizon","My playlist :)","Playlist","USAM17500067","74jZhGv0fdLaf9q8AZZ15k"
"Please Mr. Postman","The Marvelettes","Forever: The Complete Motown Albums, Volume 1","My playlist :)","Playlist","USMO10400231","5fNDP3NTdE69szQHUl4fFr"
"Wake Up","Cheese People","Cheese People","My playlist :)","Playlist","TCADT1810712","2MXmDDnh2RWzfWINMsFgNA"
"Fingers Crossed","Lauren Spencer Smith","Fingers Crossed","My playlist :)","Playlist","TCAFY2118876","5S9Zs5g9lTWnLIboN1pdlU"
"Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","Chris Brown","F.A.M.E. (Expanded Edition)","My playlist :)","Playlist","USJI11100017","3hsmbFKT5Cujb5GQjqEU39"
"Get on Your Knees","MC Pat Flynn","Get on Your Knees","My playlist :)","Playlist","QZFYY1906249","7xAi7yZ9uuKSac9H87Cc8i"
"Infinity","Jaymes Young","Feel Something","My playlist :)","Playlist","USAT21700859","1SOClUWhOi8vHZYMz3GluK"
"Bananza (Belly Dancer)","Akon","Trouble","My playlist :)","Playlist","USUR10300501","4vYGubD2JGIRTAu4bEvlgC"
"Love Grows (Where My Rosemary Goes)","Edison Lighthouse","Love Grows (Where My Rosemary Goes) & Other Gems","My playlist :)","Playlist","GBBPJ9800675","5Ts1DYOuouQLgzTaisxWYh"
"Lights Are On","Tom Rosenthal","Z-Sides","My playlist :)","Playlist","GBVHN1800009","4IhTXiZLKATmwhMZIb1GQN"
"Somebody's Watching Me","Rockwell","Somebody's Watching Me","My playlist :)","Playlist","USMO18400484","7jwQlYGpOml9ETGre1HqGA"
"U Are My High","DJ Snake","U Are My High","My playlist :)","Playlist","USUG12103122","3S7A85bAWOd6ltk6r2ANOI"
"Believe Me","Navos","Believe Me","My playlist :)","Playlist","GBUM72100423","44xO8889yUQHn70P73NILS"
"Seventeen Going Under","Sam Fender","Seventeen Going Under (Deluxe)","My playlist :)","Playlist","GBUM72103036","5rF6YUIlgiat22OT1lWspJ"
"Falling","Trevor Daniel","Falling","My playlist :)","Playlist","USUYG1221109","26XaOsDMbl0e1cVKYfkz6w"
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding","Delirium (Deluxe)","My playlist :)","Playlist","GBUM71406823","3zHq9ouUJQFQRf3cm1rRLu"
"For You (With Rita Ora)","Liam Payne","LP1","My playlist :)","Playlist","USQ4E1703341","5rlMVKnvE6ZSzNCs8ZyHqU"
"WITHOUT YOU","The Kid LAROI","F*CK LOVE (SAVAGE)","My playlist :)","Playlist","USSM12006586","27OeeYzk6klgBh83TSvGMA"
"Mad World","Jasmine Thompson","Mad World","My playlist :)","Playlist","USAT21700274","5JX11rWObF2DpfNQRw8tCD"
"Get You The Moon (feat. Snøw)","Kina","Get You The Moon (feat. Snøw)","My playlist :)","Playlist","USSM11808093","4ZLzoOkj0MPWrTLvooIuaa"
"Without Me","Halsey","Manic","My playlist :)","Playlist","USUM71813499","6FZDfxM3a3UCqtzo5pxSLZ"
"Edge of Seventeen","Stevie Nicks","Crystal Visions...The Very Best of Stevie Nicks","My playlist :)","Playlist","USAT28300037","2id8E4WvczfKHB4LHI7Np3"
"Fix You","Coldplay","X&Y","My playlist :)","Playlist","GBAYE0500605","7LVHVU3tWfcxj5aiPFEW4Q"
